,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
403,Impetigo, Skin rash, Blister, Red sore around nose, Yellow crust ooze
404,Impetigo, Skin rash, Blister, Red sore around nose, Yellow crust ooze
405,Impetigo, Skin rash, High fever, Red sore around nose, Yellow crust ooze
406,Impetigo, Skin rash, High fever, Blister, Yellow crust ooze
407,Impetigo, Skin rash, High fever, Blister, Red sore around nose
408,Impetigo, Skin rash, High fever, Blister, Red sore around nose
409,Impetigo, Skin rash, Blister, Red sore around nose, Yellow crust ooze
410,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
411,Fungal infection, Skin rash, Nodal skin eruptions, Dischromic patches,
412,Fungal infection,Itching, Nodal skin eruptions, Dischromic patches,
413,Fungal infection,Itching, Skin rash, Dischromic patches,
414,Fungal infection,Itching, Skin rash, Nodal skin eruptions,
415,Fungal infection, Skin rash, Nodal skin eruptions, Dischromic patches,
416,Fungal infection,Itching, Nodal skin eruptions, Dischromic patches,
417,Fungal infection,Itching, Skin rash, Dischromic patches,
418,Fungal infection,Itching, Skin rash, Nodal skin eruptions,
419,Fungal infection,Itching, Skin rash, Nodal skin eruptions, Dischromic patches
420,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
421,Allergy, Shivering, Chills, Watering from eyes,
422,Allergy, Continuous sneezing, Chills, Watering from eyes,
423,Allergy, Continuous sneezing, Shivering, Watering from eyes,
424,Allergy, Continuous sneezing, Shivering, Chills,
425,Allergy, Shivering, Chills, Watering from eyes,
426,Allergy, Continuous sneezing, Chills, Watering from eyes,
427,Allergy, Continuous sneezing, Shivering, Watering from eyes,
428,Allergy, Continuous sneezing, Shivering, Chills,
429,Allergy, Continuous sneezing, Shivering, Chills, Watering from eyes
430,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
431,GERD, Stomach pain, Ulcers on tongue, Vomiting, Cough
432,GERD, Stomach pain, Acidity, Vomiting, Cough
433,GERD, Stomach pain, Acidity, Ulcers on tongue, Cough
434,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
435,GERD, Stomach pain, Acidity, Ulcers on tongue, Vomiting
436,GERD, Acidity, Ulcers on tongue, Vomiting, Cough
437,GERD, Stomach pain, Ulcers on tongue, Vomiting, Cough
438,GERD, Stomach pain, Acidity, Vomiting, Cough
439,GERD, Stomach pain, Acidity, Ulcers on tongue, Cough
440,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
441,Chronic cholestasis, Vomiting, Yellowish skin, Nausea, Loss of appetite
442,Chronic cholestasis,Itching, Yellowish skin, Nausea, Loss of appetite
443,Chronic cholestasis,Itching, Vomiting, Nausea, Loss of appetite
444,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Loss of appetite
445,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
446,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
447,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
448,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
449,Chronic cholestasis,Itching, Vomiting, Yellowish skin, Nausea
450,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
451,Drug Reaction,Itching, Stomach pain, Burning Micturition, Spotting urination
452,Drug Reaction,Itching, Skin rash, Burning Micturition, Spotting urination
453,Drug Reaction,Itching, Skin rash, Stomach pain, Spotting urination
454,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
455,Drug Reaction, Skin rash, Stomach pain, Burning Micturition, Spotting urination
456,Drug Reaction,Itching, Stomach pain, Burning Micturition, Spotting urination
457,Drug Reaction,Itching, Skin rash, Burning Micturition, Spotting urination
458,Drug Reaction,Itching, Skin rash, Stomach pain, Spotting urination
459,Drug Reaction,Itching, Skin rash, Stomach pain, Burning Micturition
460,Peptic ulcer diseae, Vomiting, Loss of appetite, Abdominal pain, Passage of gases
461,Peptic ulcer diseae, Vomiting, Indigestion, Abdominal pain, Passage of gases
462,Peptic ulcer diseae, Indigestion, Loss of appetite, Abdominal pain, Passage of gases
463,Peptic ulcer diseae, Vomiting, Loss of appetite, Abdominal pain, Passage of gases
464,Peptic ulcer diseae, Vomiting, Indigestion, Abdominal pain, Passage of gases
465,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Passage of gases
466,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
467,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
468,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
469,Peptic ulcer diseae, Vomiting, Indigestion, Loss of appetite, Abdominal pain
470,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
471,AIDS, Patches in throat, High fever, Extra marital contacts,
472,AIDS, Muscle wasting, High fever, Extra marital contacts,
473,AIDS, Muscle wasting, Patches in throat, Extra marital contacts,
474,AIDS, Muscle wasting, Patches in throat, High fever,
475,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
476,AIDS, Muscle wasting, Patches in throat, High fever, Extra marital contacts
477,AIDS, Patches in throat, High fever, Extra marital contacts,
478,AIDS, Muscle wasting, High fever, Extra marital contacts,
479,AIDS, Muscle wasting, Patches in throat, High fever,
480,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
481,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
482,Diabetes , Weight loss, Restlessness, Lethargy, Irregular sugar level
483,Diabetes , Fatigue, Restlessness, Lethargy, Irregular sugar level
484,Diabetes , Fatigue, Weight loss, Lethargy, Irregular sugar level
485,Diabetes , Fatigue, Weight loss, Restlessness, Irregular sugar level
486,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
487,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
488,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
489,Diabetes , Fatigue, Weight loss, Restlessness, Lethargy
490,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
491,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
492,Gastroenteritis, Sunken eyes, Dehydration, Diarrhoea,
493,Gastroenteritis, Vomiting, Dehydration, Diarrhoea,
494,Gastroenteritis, Vomiting, Sunken eyes, Diarrhoea,
495,Gastroenteritis, Vomiting, Sunken eyes, Dehydration,
496,Gastroenteritis, Vomiting, Sunken eyes, Dehydration, Diarrhoea
497,Gastroenteritis, Sunken eyes, Dehydration, Diarrhoea,
498,Gastroenteritis, Vomiting, Dehydration, Diarrhoea,
499,Gastroenteritis, Vomiting, Sunken eyes, Diarrhoea,
500,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
501,Bronchial Asthma, Cough, High fever, Breathlessness, Family history
502,Bronchial Asthma, Fatigue, High fever, Breathlessness, Family history
503,Bronchial Asthma, Fatigue, Cough, Breathlessness, Family history
504,Bronchial Asthma, Fatigue, Cough, High fever, Family history
505,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
506,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
507,Bronchial Asthma, Fatigue, Cough, High fever, Breathlessness
508,Bronchial Asthma, Cough, High fever, Breathlessness, Family history
509,Bronchial Asthma, Fatigue, High fever, Breathlessness, Family history
510,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
511,Hypertension , Chest pain, Dizziness, Loss of balance, Lack of concentration
512,Hypertension , Headache, Dizziness, Loss of balance, Lack of concentration
513,Hypertension , Headache, Chest pain, Loss of balance, Lack of concentration
514,Hypertension , Headache, Chest pain, Dizziness, Lack of concentration
515,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
516,Hypertension , Headache, Chest pain, Dizziness, Loss of balance
517,Hypertension , Chest pain, Dizziness, Loss of balance, Lack of concentration
518,Hypertension , Headache, Dizziness, Loss of balance, Lack of concentration
519,Hypertension , Headache, Chest pain, Loss of balance, Lack of concentration
520,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
521,Migraine, Indigestion, Headache, Blurred and Distorted vision, Excessive hunger
522,Migraine, Acidity, Headache, Blurred and Distorted vision, Excessive hunger
523,Migraine, Acidity, Indigestion, Blurred and Distorted vision, Excessive hunger
524,Migraine, Acidity, Indigestion, Headache, Excessive hunger
525,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
526,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
527,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
528,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
529,Migraine, Acidity, Indigestion, Headache, Blurred and Distorted vision
530,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
531,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
532,Cervical spondylosis, Weakness in limbs, Neck pain, Dizziness, Loss of balance
533,Cervical spondylosis, Back pain, Neck pain, Dizziness, Loss of balance
534,Cervical spondylosis, Back pain, Weakness in limbs, Dizziness, Loss of balance
535,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Loss of balance
536,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
537,Cervical spondylosis, Back pain, Weakness in limbs, Neck pain, Dizziness
538,Cervical spondylosis, Weakness in limbs, Neck pain, Dizziness, Loss of balance
539,Cervical spondylosis, Back pain, Neck pain, Dizziness, Loss of balance
540,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
541,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
542,Paralysis (brain hemorrhage), Headache, Weakness of one body side, Altered sensorium,
543,Paralysis (brain hemorrhage), Vomiting, Weakness of one body side, Altered sensorium,
544,Paralysis (brain hemorrhage), Vomiting, Headache, Altered sensorium,
545,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side,
546,Paralysis (brain hemorrhage), Vomiting, Headache, Weakness of one body side, Altered sensorium
547,Paralysis (brain hemorrhage), Headache, Weakness of one body side, Altered sensorium,
548,Paralysis (brain hemorrhage), Vomiting, Weakness of one body side, Altered sensorium,
549,Paralysis (brain hemorrhage), Vomiting, Headache, Altered sensorium,
550,Jaundice,Itching, Vomiting, Fatigue, Weight loss
551,Jaundice,Itching, Vomiting, Fatigue, Weight loss
552,Jaundice, Vomiting, Fatigue, Weight loss, High fever
553,Jaundice,Itching, Fatigue, Weight loss, High fever
554,Jaundice,Itching, Vomiting, Weight loss, High fever
555,Jaundice,Itching, Vomiting, Fatigue, High fever
556,Jaundice,Itching, Vomiting, Fatigue, Weight loss
557,Jaundice,Itching, Vomiting, Fatigue, Weight loss
558,Jaundice,Itching, Vomiting, Fatigue, Weight loss
559,Jaundice,Itching, Vomiting, Fatigue, Weight loss
560,Malaria, Chills, Vomiting, High fever, Sweating
561,Malaria, Chills, Vomiting, High fever, Sweating
562,Malaria, Chills, Vomiting, High fever, Sweating
563,Malaria, Vomiting, High fever, Sweating, Headache
564,Malaria, Chills, High fever, Sweating, Headache
565,Malaria, Chills, Vomiting, Sweating, Headache
566,Malaria, Chills, Vomiting, High fever, Headache
567,Malaria, Chills, Vomiting, High fever, Sweating
568,Malaria, Chills, Vomiting, High fever, Sweating
569,Malaria, Chills, Vomiting, High fever, Sweating
570,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
571,Chicken pox, Skin rash, Fatigue, Lethargy, High fever
572,Chicken pox,Itching, Fatigue, Lethargy, High fever
573,Chicken pox,Itching, Skin rash, Lethargy, High fever
574,Chicken pox,Itching, Skin rash, Fatigue, High fever
575,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
576,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
577,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
578,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
579,Chicken pox,Itching, Skin rash, Fatigue, Lethargy
580,Dengue, Skin rash, Chills, Joint pain, Vomiting
581,Dengue, Skin rash, Chills, Joint pain, Vomiting
582,Dengue, Skin rash, Chills, Joint pain, Vomiting
583,Dengue, Skin rash, Chills, Joint pain, Vomiting
584,Dengue, Chills, Joint pain, Vomiting, Fatigue
585,Dengue, Skin rash, Joint pain, Vomiting, Fatigue
586,Dengue, Skin rash, Chills, Vomiting, Fatigue
587,Dengue, Skin rash, Chills, Joint pain, Fatigue
588,Dengue, Skin rash, Chills, Joint pain, Vomiting
589,Dengue, Skin rash, Chills, Joint pain, Vomiting
590,Typhoid, Chills, Vomiting, Fatigue, High fever
591,Typhoid, Chills, Vomiting, Fatigue, High fever
592,Typhoid, Chills, Vomiting, Fatigue, High fever
593,Typhoid, Chills, Vomiting, Fatigue, High fever
594,Typhoid, Chills, Vomiting, Fatigue, High fever
595,Typhoid, Chills, Vomiting, Fatigue, High fever
596,Typhoid, Chills, Vomiting, Fatigue, High fever
597,Typhoid, Chills, Vomiting, Fatigue, High fever
598,Typhoid, Chills, Vomiting, Fatigue, High fever
599,Typhoid, Chills, Fatigue, High fever, Headache
600,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
601,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
602,hepatitis A, Vomiting, Yellowish skin, Dark urine, Nausea
603,hepatitis A, Joint pain, Yellowish skin, Dark urine, Nausea
604,hepatitis A, Joint pain, Vomiting, Dark urine, Nausea
605,hepatitis A, Joint pain, Vomiting, Yellowish skin, Nausea
606,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
607,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
608,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
609,hepatitis A, Joint pain, Vomiting, Yellowish skin, Dark urine
610,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
611,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
612,Hepatitis B, Fatigue, Lethargy, Yellowish skin, Dark urine
613,Hepatitis B,Itching, Lethargy, Yellowish skin, Dark urine
614,Hepatitis B,Itching, Fatigue, Yellowish skin, Dark urine
615,Hepatitis B,Itching, Fatigue, Lethargy, Dark urine
616,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
617,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
618,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
619,Hepatitis B,Itching, Fatigue, Lethargy, Yellowish skin
620,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
621,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
622,Hepatitis C, Yellowish skin, Nausea, Loss of appetite, Yellowing of eyes
623,Hepatitis C, Fatigue, Nausea, Loss of appetite, Yellowing of eyes
624,Hepatitis C, Fatigue, Yellowish skin, Loss of appetite, Yellowing of eyes
625,Hepatitis C, Fatigue, Yellowish skin, Nausea, Yellowing of eyes
626,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
627,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
628,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
629,Hepatitis C, Fatigue, Yellowish skin, Nausea, Loss of appetite
630,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
631,Hepatitis D, Vomiting, Fatigue, Yellowish skin, Dark urine
632,Hepatitis D, Joint pain, Fatigue, Yellowish skin, Dark urine
633,Hepatitis D, Joint pain, Vomiting, Yellowish skin, Dark urine
634,Hepatitis D, Joint pain, Vomiting, Fatigue, Dark urine
635,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
636,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
637,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
638,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
639,Hepatitis D, Joint pain, Vomiting, Fatigue, Yellowish skin
640,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
641,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
642,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
643,Hepatitis E, Vomiting, Fatigue, High fever, Yellowish skin
644,Hepatitis E, Joint pain, Fatigue, High fever, Yellowish skin
645,Hepatitis E, Joint pain, Vomiting, High fever, Yellowish skin
646,Hepatitis E, Joint pain, Vomiting, Fatigue, Yellowish skin
647,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
648,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
649,Hepatitis E, Joint pain, Vomiting, Fatigue, High fever
650,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
651,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
652,Alcoholic hepatitis, Yellowish skin, Abdominal pain, Swelling of stomach, Distention of abdomen
653,Alcoholic hepatitis, Vomiting, Abdominal pain, Swelling of stomach, Distention of abdomen
654,Alcoholic hepatitis, Vomiting, Yellowish skin, Swelling of stomach, Distention of abdomen
655,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Distention of abdomen
656,Alcoholic hepatitis, Vomiting, Yellowish skin, Abdominal pain, Swelling of stomach
